Unnamed: 0,chunk,question,answer,ans_temp_0.1_k_3_tresh_90,ans_temp_0.1_k_3_tresh_95,ans_temp_0.1_k_5_tresh_90,ans_temp_0.1_k_5_tresh_95,ans_temp_0.1_k_8_tresh_90,ans_temp_0.1_k_8_tresh_95,ans_temp_0.3_k_3_tresh_90,ans_temp_0.3_k_3_tresh_95,ans_temp_0.3_k_5_tresh_90,ans_temp_0.3_k_5_tresh_95,ans_temp_0.3_k_8_tresh_90,ans_temp_0.3_k_8_tresh_95,PRECISION,RECALL,F1
97.0,chloramine formed from chlorine and ammonia; used in distribution systems for long-lasting disinfection,How is chloramine formed and why is it used?,Chloramine forms when chlorine reacts with ammonia and is used in water systems for its stability and persistent disinfection.,"Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. It is used as a sanitization agent because it has a germicidal effect, which, although lower than that of chlorine, is still effective in disinfecting water. Chloramine is also formed by adding ammonia to chlorine, and it can be used in situations where maintaining a residual level of chlorine is desired, as it is more stable and less likely to dissipate quickly compared to free chlorine. However, it is important to note that free chlorine may still be present when chloramine is used, so careful consideration is needed when using chloramine for sanitization.","Chloramine is formed through a chemical reaction where chlorine reacts with ammonia compounds that are present in the water. This process is often discussed in the context of water treatment, where chlorine is used as a disinfectant to kill harmful bacteria and other microorganisms. When chlorine is added to water, it can also react with organic compounds present in the water, which can lead to the consumption of chlorine. However, when ammonia is added to chlorine, chloramine is produced as a result.

Chloramine is used in water treatment because it provides a longer-lasting disinfectant effect compared to free chlorine. This means that chloramine can continue to disinfect the water for a longer period of time, which is beneficial for maintaining water quality as it travels through the distribution system to consumers. Additionally, chloramine is less likely to react with organic matter in the water, which can help to reduce the formation of disinfection by-products that may be harmful to human health. Overall, the use of chloramine in water treatment helps to ensure that the water remains safe and clean for consumption.","Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. It is used because it has a germicidal effect, which, although lower than that of chlorine, is still effective for sanitization. Chloramine is also formed by adding ammonia to chlorine, which can result in the presence of free chlorine, so care must be taken when using chloramine as a sanitization agent. An acidic pH is preferred for better biocidal effect during chlorination, and chlorine attack is faster at higher temperatures and higher concentrations of heavy metals like iron. For more detailed information, the handbook of chlorination is recommended.","Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. This process is used because chloramines are a more stable form of chlorine, which means they can provide longer-lasting disinfection compared to free chlorine. Chloramines are also less likely to react with organic compounds in the water, making them a more effective disinfectant in certain situations. Additionally, since chloramines are formed by adding ammonia to chlorine, it is possible that free chlorine will still be present, which can contribute to the overall disinfection process. For further details, the handbook of chlorination is recommended. Chloramine attack is also faster at higher temperatures and higher concentrations of heavy metals, such as iron.","Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. It is used because it has a germicidal effect, which, although lower than that of chlorine, is still effective for sanitization. Additionally, chloramine can be used when free chlorine might be present, making it a versatile option for water treatment. However, it is important to note that chloramine is less effective than chlorine alone, so care must be taken when using it as a sanitization agent. For more detailed information, the handbook of chlorination is recommended.","Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. This process occurs when chlorine, which is used for treating potable water, reacts with ammonia, which can be naturally present in water or added as a disinfectant. The formation of chloramine is significant because it provides a longer-lasting disinfectant effect compared to free chlorine. This is due to the fact that chloramines are more stable and less likely to dissipate quickly, ensuring a residual disinfectant effect in the water supply. This residual effect helps to maintain water quality and prevent the growth of bacteria and other pathogens over time. Chloramines are used in water treatment because they are effective in controlling microbial contaminants and can provide a sustained level of disinfection, which is beneficial for the safety and longevity of the water distribution system.","Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. It is used as a sanitization agent because it has a germicidal effect, although it is less potent than chlorine. Chloramines are also formed by adding ammonia to chlorine, which can result in the presence of free chlorine. Care must be taken when using chloramine for sanitization due to its formation and the potential presence of free chlorine.","Chloramine is formed through the reaction of chlorine with ammonia compounds present in the water. This process typically occurs when chlorine, which is used as a disinfectant in water treatment, reacts with ammonia or ammonia-like substances that may be naturally present in the water. The resulting compound, chloramine, is a combination of chlorine and ammonia.

Chloramine is used as a disinfectant in water treatment because it provides a longer-lasting residual effect compared to free chlorine. This means that chloramine can continue to disinfect water as it travels through the distribution system, helping to protect against microbial contamination over a longer period. Additionally, chloramine is less likely to react with organic matter in the water, which can help to reduce the formation of harmful disinfection by-products that are sometimes associated with the use of free chlorine. However, it is important to note that while chloramine is effective as a disinfectant, it can also react with certain organic compounds and metals in the water, potentially forming other by-products. Therefore, careful management and monitoring are necessary to ensure the safety and effectiveness of chloramine as a disinfectant in water treatment.","Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. It is used because it has a germicidal effect, which, although lower than that of chlorine, is still effective for sanitization purposes. Chloramine is also formed by adding ammonia to chlorine, and it is important to note that free chlorine may still be present when chloramine is used. This means that care must be taken when using chloramine as a sanitization agent. Additionally, an acidic pH is preferred for better biocidal effect during chlorination, and chlorine attack is faster at higher temperatures and higher concentrations of heavy metals such as iron. For more detailed information, the handbook of chlorination is recommended.","Chloramine is formed through the reaction of chlorine with ammonia compounds present in the water. This process is utilized because chloramines are more stable and longer-lasting disinfectants compared to free chlorine. They are used to maintain a residual level of disinfection in the water distribution system, which helps to prevent the growth and spread of microorganisms as the water travels through the pipes. This residual effect is particularly important for ensuring the safety of the water supply over extended periods and distances. Chloramines are also less likely to form harmful by-products, such as trihalomethanes, which are associated with the use of free chlorine. For more detailed information, the handbook of chlorination is recommended.","Chloramine is formed by the reaction of chlorine with ammonia compounds present in the water. This process is used because chloramine has a germicidal effect, which, although lower than that of chlorine, is still effective in sanitizing water. Chloramines are preferred in some cases because they can provide a longer-lasting residual disinfectant effect compared to free chlorine, which can be beneficial for maintaining water quality over time. However, it is important to note that free chlorine may still be present when chloramine is used, so care must be taken in its application as a sanitization agent.","Chloramine is formed through the reaction of chlorine with ammonia compounds present in the water. This process occurs when chlorine, which is used for treating potable water, comes into contact with ammonia. Chloramines are used because they provide a longer-lasting residual disinfectant effect in the water supply compared to free chlorine. This means that chloramines help to maintain a disinfectant level in the water over a longer period, which is beneficial for ensuring water safety and preventing the growth of harmful microorganisms. Additionally, chloramines are less likely to react with organic compounds and heavy metals, making them a more stable choice for water treatment in certain conditions. For more detailed information, the handbook of chlorination is recommended.",0.8587328791618347,0.9204376935958862,0.888515293598175
98.0,"free chlorine includes HOCl and OCl⁻, while combined chlorine refers to chloramines",What distinguishes free chlorine from combined chlorine?,"Free chlorine consists of HOCl and OCl⁻ with strong disinfecting power, while combined chlorine includes chloramines with longer but weaker activity.","Free chlorine and combined chlorine are distinguished by their chemical forms and their reactivity with ammonia nitrogen. Free chlorine refers to the sum of chlorine species that are not chemically combined with other substances, such as hypochlorous acid (HOCl) and hypochlorite ion (OCl-), and is expressed as free available chlorine (FAC) or free residual chlorine (FRC). Combined chlorine, on the other hand, refers to chlorine that has reacted with ammonia nitrogen to form various chloramines, such as monochloramine (NH2Cl), dichloramine (NHCl2), and trichloramine (NCl3), and is expressed as total residual chlorine (TRC). Free chlorine is more effective at disinfecting and is present in higher concentrations at higher pH levels, while combined chlorine is less effective as a disinfectant and is present in higher concentrations at lower pH levels. Hypobromous acid and hypobromite ions can also interfere with free residual chlorine measurements and are included in the free residual chlorine value.","Free chlorine refers to the chlorine that is available to disinfect water and is not yet combined with other substances. It exists in the form of hypochlorous acid (HOCl) and hypochlorite ions (OCl-) in water. Combined chlorine, on the other hand, is chlorine that has reacted with nitrogen-containing compounds, such as ammonia, to form various chloramines (monochloramine, dichloramine, and trichloramine). These chloramines are less effective as disinfectants compared to free chlorine. The distinction lies in the chemical form and disinfecting capability, with free chlorine being the active disinfectant and combined chlorine being a byproduct of the reaction with ammonia.","Free chlorine refers to chlorine that is available to disinfect water, either as hypochlorous acid (HOCl) or hypochlorite ion (OCl-), and is measured as free available chlorine (FAC) or free residual chlorine (FRC). It is effective at killing bacteria and other pathogens in water. Combined chlorine, on the other hand, is chlorine that has reacted with nitrogen-containing compounds, such as ammonia, to form chloramines (monochloramine, dichloramine, and trichloramine). These chloramines are less effective as disinfectants compared to free chlorine and are measured as combined available chlorine (CAC) or combined residual chlorine (CRC). The presence of combined chlorine indicates that some of the chlorine has been consumed in the formation of these compounds, reducing the overall effectiveness of chlorine as a disinfectant in the water.","Free chlorine refers to the chlorine that is not yet combined with other substances and is available to disinfect water. It exists in the form of hypochlorous acid (HOCl) and hypochlorite ions (OCl-) in water. Combined chlorine, on the other hand, is chlorine that has reacted with nitrogen-containing compounds, such as ammonia, to form chloramines (monochloramine, dichloramine, and trichloramine). These chloramines are less effective as disinfectants compared to free chlorine. The distinction between free chlorine and combined chlorine is based on their chemical forms and their availability to disinfect water. Free chlorine is more potent and effective in killing bacteria and other pathogens, while combined chlorine is considered a residual disinfectant that continues to provide some level of disinfection but is not as strong as free chlorine.","Free chlorine and combined chlorine are distinguished by their chemical forms and their reactivity. Free chlorine refers to the sum of hypochlorous acid (HOCl) and hypochlorite ions (OCl-) present in water, which are highly effective as disinfectants. It is expressed as mgl Cl2 and is available for immediate disinfection. Combined chlorine, on the other hand, includes chloramines such as monochloramine (NH2Cl), dichloramine (NHCl2), and trichloramine (NCl3), which are formed when chlorine reacts with ammonia nitrogen in water. These compounds are less effective as disinfectants compared to free chlorine and are considered a form of residual chlorine that indicates the presence of chlorine that has been combined with other substances, rather than being available for immediate disinfection. The presence of hypobromous acid and hypobromite ions can also interfere with the measurement of free residual chlorine, as they are included in the free residual chlorine value.","Free chlorine refers to the chlorine that is available to disinfect water without reacting with other substances, such as ammonia. It exists in the form of hypochlorous acid (HOCl) and hypochlorite ions (OCl-) and is effective at killing bacteria and other pathogens. Free chlorine is measured as residual free chlorine and should be maintained at a concentration of 0.5 to 1.0 mg/L throughout the entire pretreatment line to ensure effective disinfection.

Combined chlorine, on the other hand, is chlorine that has reacted with nitrogen-containing compounds, such as ammonia, in the water. This reaction forms chloramines, which include monochloramine (NH2Cl), dichloramine (NHCl2), and trichloramine (NCl3). Combined chlorine is not as effective as free chlorine at killing bacteria and is considered a byproduct of the water treatment process. It is measured as combined available chlorine and is not suitable for disinfection purposes. Filmtec recommends removing residual free chlorine by pretreatment prior to membrane exposure to prevent damage to the membranes, as oxidation is not covered under warranty.","Free chlorine refers to the sum of chloramines (monochloramine, dichloramine, and trichloramine) and free available chlorine (hypochlorous acid and hypochlorite ions) that are present in water and are available to disinfect. It is expressed as milligrams of chlorine per liter (mgl Cl2). Combined chlorine, on the other hand, refers to the chlorine that has reacted with nitrogen-containing compounds, such as ammonia, to form chloramines (monochloramine, dichloramine, and trichloramine). This chlorine is not immediately available for disinfection and is expressed as the sum of these chloramines, also in milligrams of chlorine per liter (mgl Cl2). The key distinction is that free chlorine is immediately available to kill pathogens, while combined chlorine is not.","Free chlorine refers to the chlorine that is not yet combined with other substances and is available to disinfect water, primarily in the form of hypochlorous acid (HOCl) and hypochlorite ions (OCl-). Combined chlorine, on the other hand, is chlorine that has reacted with nitrogen-containing compounds in the water, such as ammonia, to form various chloramines (monochloramine, dichloramine, and trichloramine) and eventually nitrogen trichloride (NCl3). These combined forms of chlorine are less effective as disinfectants compared to free chlorine. The distinction lies in their chemical state and their availability to disinfect; free chlorine is readily available for disinfection, while combined chlorine is not.","Free chlorine and combined chlorine are distinguished by their chemical forms and their roles in water treatment. Free chlorine refers to the sum of chlorine species that are not chemically combined with other substances, such as hypochlorous acid (HOCl) and hypochlorite ion (OCl-). These species are available to disinfect water and are referred to as free available chlorine (FAC) or free residual chlorine (FRC). On the other hand, combined chlorine refers to chlorine that has reacted with nitrogen-containing compounds, such as ammonia, to form chloramines (monochloramine, dichloramine, and trichloramine). These chloramines are less effective as disinfectants compared to free chlorine and are referred to as combined available chlorine (CAC). The distinction is important because the effectiveness of chlorine as a disinfectant decreases as the concentration of combined chlorine increases.","Free chlorine and combined chlorine are distinguished by their chemical forms and their roles in water treatment. Free chlorine refers to the chlorine present in its undissociated form, either as hypochlorous acid (HOCl) or as the hypochlorite ion (OCl-). It is the active form of chlorine that disinfects and oxidizes contaminants in water. On the other hand, combined chlorine refers to chlorine that has reacted with ammonia nitrogen in the water to form chloramines, such as monochloramine (NH2Cl), dichloramine (NHCl2), and trichloramine (NCl3). These chloramines are less effective as disinfectants but are used to maintain a residual level of chlorine in the water to prevent recontamination as it travels through the distribution system. The sum of free and combined chlorine is referred to as total residual chlorine (TTRC).","Free chlorine refers to chlorine that is not chemically combined with other substances and is available to disinfect water. It exists in the form of hypochlorous acid (HClO) and hypochlorite ions (OCl-) in water. Free chlorine is effective at lower pH levels and is the form used for disinfection purposes.

Combined chlorine, on the other hand, is chlorine that has reacted with nitrogen-containing compounds, such as ammonia, to form chloramines. There are several types of chloramines, including monochloramine (NH2Cl), dichloramine (NHCl2), and trichloramine (NCl3). Combined chlorine is less effective as a disinfectant compared to free chlorine and is more stable, meaning it persists in the water for a longer time. It is typically present in water after the chlorine demand has been met, and it indicates that not all of the added chlorine has been used for disinfection. Combined chlorine is more common at higher pH levels and is not as effective at killing bacteria and viruses as free chlorine.","Free chlorine refers to the chlorine that is not chemically combined with other substances and is available to disinfect water. It includes both hypochlorous acid (HOCl) and hypochlorite ions (OCl-) in water. Combined chlorine, on the other hand, refers to chlorine that has reacted with nitrogen-containing substances, such as ammonia, to form chloramines (monochloramine, dichloramine, and trichloramine). These chloramines are less effective as disinfectants compared to free chlorine. Free chlorine is more effective at killing bacteria and other pathogens, while combined chlorine is primarily used for disinfection and odor control. The distinction is important because the effectiveness of chlorine as a disinfectant depends on the presence of free chlorine rather than combined chlorine.",0.815909743309021,0.8816893100738525,0.8475250601768494
99.0,total residual chlorine (TRC) is used to measure all chlorine species in treated water,What is total residual chlorine and what does it represent?,"TRC is the combined concentration of free and combined chlorine in water, providing a complete picture of disinfectant levels.","Total residual chlorine (TRC) is the sum of free available chlorine (FAC) and combined available chlorine (CAC). It represents the total amount of chlorine present in water, both in its free form (as hypochlorous acid, HOCl, and hypochlorite ion, OCl-) and in its combined form (as chloramines, such as monochloramine, NH2Cl, dichloramine, NHCl2, and trichloramine, NCl3). TRC is an important measure in water treatment processes as it indicates the overall chlorine content that is available to disinfect and maintain water quality. It is expressed in milligrams per liter (mgl) of chlorine gas (Cl2). Total residual chlorine is a critical parameter for ensuring that water remains safe for consumption and free from harmful microorganisms.","Total residual chlorine (TRC) is the sum of free and combined available chlorine in water. It represents the overall chlorine content that is available to disinfect water, ensuring the elimination of pathogens and maintaining water quality. TRC includes both the free chlorine, which is available immediately for disinfection, and the combined chlorine, which has reacted with ammonia or organic matter to form chloramines. This measurement is crucial for assessing the effectiveness of chlorine as a disinfectant in water treatment processes.","Total residual chlorine (TRC) is the sum of free available chlorine (FAC) and combined available chlorine (CAC). It represents the total amount of chlorine present in water after a disinfection process, which includes both the chlorine that is freely available to disinfect (free available chlorine) and the chlorine that has combined with other substances to form chloramines (combined available chlorine). This measurement is important for ensuring that water remains disinfected as it travels through the distribution system.",Total residual chlorine (TRC) is the sum of free and combined available chlorine in water. It represents the total amount of chlorine present in water that is available to disinfect and maintain water quality. This includes both the chlorine that is free and not yet combined with other substances (free residual chlorine) and the chlorine that has combined with other compounds (combined residual chlorine). TRC is an important measure in water treatment processes to ensure that the water remains safe for consumption by maintaining an effective level of disinfection throughout the entire water distribution system.,"Total residual chlorine (TRC) is the sum of free available chlorine (FAC) and combined available chlorine (CAC). It represents the total amount of chlorine present in water, both in its free form (as hypochlorous acid, HOCl, and hypochlorite ion, OCl-) and in its combined form (as chloramines, such as monochloramine, NH2Cl, dichloramine, NHCl2, and trichloramine, NCl3). TRC is expressed as milligrams of chlorine per liter (mgl Cl2) and is an important parameter for assessing the effectiveness of chlorine as a disinfectant in water treatment processes. It indicates the overall chlorine content that remains in the water after the initial disinfection, which can continue to provide a residual disinfectant effect as the water travels through the distribution system. Maintaining an appropriate level of TRC is crucial for ensuring the continued safety and potability of the water supply.","Total residual chlorine (TRC) is the sum of free and combined available residual chlorine in water. It represents the total amount of chlorine that remains in the water after the disinfection process, which includes both the chlorine that is freely available to disinfect and the chlorine that is combined with other substances to form chloramines. TRC is an important measure in water treatment as it indicates the effectiveness of the disinfection process and the potential for continued disinfection as the water travels through the distribution system. Maintaining an appropriate level of TRC is crucial for ensuring the safety and potability of the water.","Total residual chlorine (TRC) is the sum of free available chlorine (FAC) and combined available chlorine (CAC). It represents the total amount of chlorine, whether free or combined, remaining in the water after a disinfection process. This includes both the hypobromous acid (HOCI) and hypobromite ions, which are part of the free residual chlorine measurement. TRC is expressed in milligrams per liter of chlorine (mgl Cl2) and indicates the overall effectiveness of the chlorine in maintaining water quality by continuing to disinfect the water.","Total residual chlorine is the sum of free and combined available residual chlorine. It represents the overall chlorine content in water that is available to disinfect and maintain water quality. This includes both the free chlorine, which is active and can disinfect immediately, and the combined chlorine, which is chlorine that has reacted with ammonia or organic matter and is not immediately available for disinfection. Total residual chlorine is an important measure for assessing the effectiveness of water treatment processes.","Total residual chlorine (TRC) is the sum of free available chlorine (FAC) and combined available chlorine (CAC). It represents the total amount of chlorine present in the water, both in its free form (as hypochlorous acid, HOCl, and hypobromous acid, HBrO) and in its combined form (as chloramines, such as monochloramine, NH2Cl, dichloramine, NHCl2, and trichloramine, NCl3). TRC is expressed as milligrams per liter of chlorine gas (mgl Cl2) and is an important parameter for assessing the effectiveness of chlorine in maintaining water quality and ensuring the disinfection process is working properly.","Total residual chlorine (TRC) is the sum of free and combined available chlorine in water. It represents the overall chlorine content that remains in the water after a disinfection process, ensuring continued microbial control as the water travels through the distribution system. TRC includes both the free chlorine, which is available to react with contaminants, and the combined chlorine, which has reacted with ammonia to form chloramines. Maintaining an appropriate level of TRC is crucial for water safety and quality.","Total residual chlorine (TRC) is the sum of free available chlorine (FAC) and combined available chlorine (CAC) in water. It represents the total amount of chlorine present in the water, both in its free form (which can react immediately with contaminants) and in its combined form (which is chlorine that has reacted with other substances, such as ammonia, to form chloramines). TRC is an important parameter in water treatment as it indicates the overall disinfecting power of the chlorine in the water and helps ensure that the water is adequately treated to be safe for consumption.","Total residual chlorine (TRC) is the sum of free and combined available residual chlorine in water. It represents the total amount of chlorine that remains in the water after a disinfection process, which includes both the chlorine that is freely available to disinfect and the chlorine that is combined with other substances to form chloramines or other chlorinated compounds. TRC is an important measure in water treatment as it indicates the effectiveness of the disinfection process and the potential for continued microbial control as the water travels through the distribution system.",0.7916867733001709,0.8851372599601746,0.8358079791069031
,,,,,,,,,,,,,,,,0.8164242506027222,0.8676369190216064,0.8412519097328186
,,,,,,,,,,,,,,,,0.8360035419464111,0.8708650469779968,0.8530782461166382
,,,,,,,,,,,,,,,,0.8099114894866943,0.875243067741394,0.8413108587265015
,,,,,,,,,,,,,,,,0.8096874952316284,0.8679077625274658,0.837787389755249
,,,,,,,,,,,,,,,,0.8221368789672852,0.9097719192504883,0.8637372255325317
,,,,,,,,,,,,,,,,0.8143696188926697,0.9084754586219788,0.8588523864746094
,,,,,,,,,,,,,,,,0.8464756011962891,0.8977846503257751,0.8713754415512085
,,,,,,,,,,,,,,,,0.7967126965522766,0.8613991737365723,0.8277941942214966
,,,,,,,,,,,,,,,,0.8310961723327637,0.9106763005256653,0.8690683245658875
,,,,,,,,,,,,,,,,0.8366993069648743,0.8924624919891357,0.8636817932128906
,,,,,,,,,,,,,,,,0.8117368817329407,0.8849671483039856,0.8467717170715332
,,,,,,,,,,,,,,,,0.8359441161155701,0.8668059706687927,0.8510953187942505
,,,,,,,,,,,,,,,,0.8490179777145386,0.905584990978241,0.8763896822929382
,,,,,,,,,,,,,,,,0.7940196990966797,0.8803930878639221,0.8349786996841431
,,,,,,,,,,,,,,,,0.7871655225753784,0.8506627082824707,0.817683219909668
,,,,,,,,,,,,,,,,0.8274109363555908,0.9065186381340027,0.8651601672172546
,,,,,,,,,,,,,,,,0.7962849140167236,0.8584648966789246,0.826206624507904
,,,,,,,,,,,,,,,,0.8425325751304626,0.9105355143547058,0.8752151131629944
,,,,,,,,,,,,,,,,0.8537455797195435,0.9032737016677856,0.8778115510940552
,,,,,,,,,,,,,,,,0.8261948227882385,0.8388985395431519,0.8324982523918152
,,,,,,,,,,,,,,,,0.8105252981185913,0.8827944993972778,0.8451177477836609
,,,,,,,,,,,,,,,,0.8295993804931641,0.9010069370269775,0.8638299703598022
,,,,,,,,,,,,,,,,0.844427227973938,0.9254021048545837,0.8830622434616089
,,,,,,,,,,,,,,,,0.8638814091682434,0.9067355394363403,0.8847898244857788
,,,,,,,,,,,,,,,,0.8573223948478699,0.9035845398902893,0.8798457980155945
,,,,,,,,,,,,,,,,0.8353829979896545,0.872794508934021,0.8536790609359741
,,,,,,,,,,,,,,,,0.8418592214584351,0.8768962621688843,0.8590205907821655
,,,,,,,,,,,,,,,,0.8101056814193726,0.8859850168228149,0.846347987651825
,,,,,,,,,,,,,,,,0.8177511692047119,0.8768439292907715,0.8462672233581543
,,,,,,,,,,,,,,,,0.851590633392334,0.8626649379730225,0.857092022895813
,,,,,,,,,,,,,,,,0.8182777166366577,0.8878602981567383,0.8516501188278198
,,,,,,,,,,,,,,,,0.8345953226089478,0.8841087222099304,0.8586388826370239
,,,,,,,,,,,,,,,,0.8553627133369446,0.9031782746315002,0.878620445728302
,,,,,,,,,,,,,,,,0.8415637016296387,0.9007679224014282,0.870159924030304
,,,,,,,,,,,,,,,,0.8094125986099243,0.836899995803833,0.8229268789291382
,,,,,,,,,,,,,,,,0.8827033638954163,0.9288370609283447,0.9051827788352966
,,,,,,,,,,,,,,,,0.8604418039321899,0.911919355392456,0.88543301820755
,,,,,,,,,,,,,,,,0.8508870005607605,0.8878845572471619,0.8689921498298645
,,,,,,,,,,,,,,,,0.8281280398368835,0.8534175157546997,0.8405826091766357
,,,,,,,,,,,,,,,,0.8149081468582153,0.8575218319892883,0.8356720209121704
,,,,,,,,,,,,,,,,0.8266054391860962,0.9231197237968445,0.8722007870674133
,,,,,,,,,,,,,,,,0.8652358055114746,0.8491261005401611,0.8571052551269531
,,,,,,,,,,,,,,,,0.8615655899047852,0.8904762268066406,0.8757823705673218
,,,,,,,,,,,,,,,,0.8581472039222717,0.9157436490058899,0.8860103487968445
,,,,,,,,,,,,,,,,0.8150666356086731,0.8634335994720459,0.8385533094406128
,,,,,,,,,,,,,,,,0.8038356304168701,0.8851057291030884,0.8425154089927673
,,,,,,,,,,,,,,,,0.8321229219436646,0.911299467086792,0.8699133396148682
,,,,,,,,,,,,,,,,0.8461452126502991,0.9261194467544556,0.8843278884887695
,,,,,,,,,,,,,,,,0.8523034453392029,0.9123596549034119,0.8813095688819885
,,,,,,,,,,,,,,,,0.8263882994651794,0.901700496673584,0.8624032735824585
,,,,,,,,,,,,,,,,0.8360577821731567,0.8863102197647095,0.8604509234428406
,,,,,,,,,,,,,,,,0.8670065999031067,0.8738272190093994,0.8704035878181458
,,,,,,,,,,,,,,,,0.8284807205200195,0.8584688305854797,0.8432082533836365
,,,,,,,,,,,,,,,,0.8170421123504639,0.8758786916732788,0.8454379439353943
,,,,,,,,,,,,,,,,0.8448360562324524,0.8877686262130737,0.8657703995704651
,,,,,,,,,,,,,,,,0.8169421553611755,0.8725818395614624,0.8438459038734436
,,,,,,,,,,,,,,,,0.8508248329162598,0.9195175170898438,0.8838384747505188
,,,,,,,,,,,,,,,,0.8261712789535522,0.901780366897583,0.8623216152191162
,,,,,,,,,,,,,,,,0.8385549783706665,0.8754312992095947,0.8565964698791504
,,,,,,,,,,,,,,,,0.8254870176315308,0.8904203176498413,0.8567250370979309
,,,,,,,,,,,,,,,,0.8419981002807617,0.8959227800369263,0.8681238293647766
,,,,,,,,,,,,,,,,0.8481189608573914,0.8917455673217773,0.869385302066803
,,,,,,,,,,,,,,,,0.8138167262077332,0.88209468126297,0.846581220626831
,,,,,,,,,,,,,,,,0.8029496073722839,0.8878906965255737,0.8432866334915161
,,,,,,,,,,,,,,,,0.8392802476882935,0.8533967733383179,0.8462796211242676
,,,,,,,,,,,,,,,,0.8309152722358704,0.8790266513824463,0.8542941808700562
,,,,,,,,,,,,,,,,0.8359092473983765,0.896306574344635,0.8650549650192261
,,,,,,,,,,,,,,,,0.8133508563041687,0.8714978694915771,0.8414209485054016
,,,,,,,,,,,,,,,,0.8485484719276428,0.8913736343383789,0.8694340586662292
,,,,,,,,,,,,,,,,0.8725487589836121,0.872145414352417,0.8723470568656921
,,,,,,,,,,,,,,,,0.8286148309707642,0.9030891060829163,0.8642504811286926
,,,,,,,,,,,,,,,,0.7927332520484924,0.8714066743850708,0.830210268497467
,,,,,,,,,,,,,,,,0.825916051864624,0.8640173673629761,0.8445371985435486
,,,,,,,,,,,,,,,,0.8372896909713745,0.8889050483703613,0.8623256683349609
,,,,,,,,,,,,,,,,0.8208446502685547,0.870124340057373,0.8447664380073547
,,,,,,,,,,,,,,,,0.8289904594421387,0.9124946594238281,0.8687404990196228
,,,,,,,,,,,,,,,,0.8225389719009399,0.8749433159828186,0.8479322195053101
,,,,,,,,,,,,,,,,0.7908317446708679,0.868306040763855,0.8277600407600403
,,,,,,,,,,,,,,,,0.824613094329834,0.873629093170166,0.8484137058258057
,,,,,,,,,,,,,,,,0.7945091128349304,0.8405937552452087,0.8169019818305969
,,,,,,,,,,,,,,,,0.8341624140739441,0.9085980653762817,0.8697906732559204
,,,,,,,,,,,,,,,,0.8046176433563232,0.8825029134750366,0.8417624831199646
,,,,,,,,,,,,,,,,0.814005970954895,0.892503559589386,0.8514493703842163
,,,,,,,,,,,,,,,,0.7943017482757568,0.8628000020980835,0.8271351456642151
,,,,,,,,,,,,,,,,0.8176709413528442,0.8831415772438049,0.8491461277008057
,,,,,,,,,,,,,,,,0.8386000990867615,0.8822680711746216,0.8598800301551819
,,,,,,,,,,,,,,,,0.8252455592155457,0.8653081655502319,0.84480220079422
,,,,,,,,,,,,,,,,0.7908183932304382,0.870445191860199,0.8287234902381897
,,,,,,,,,,,,,,,,0.83237224817276,0.889727771282196,0.8600949048995972
,,,,,,,,,,,,,,,,0.8952860236167908,0.8981391787528992,0.8967103362083435
,,,,,,,,,,,,,,,,0.8522593379020691,0.8967816829681396,0.8739538192749023
,,,,,,,,,,,,,,,,0.844125509262085,0.8887031674385071,0.8658409714698792
,,,,,,,,,,,,,,,,0.8275182247161865,0.8910287022590637,0.8580999374389648
,,,,,,,,,,,,,,,,0.8014349937438965,0.8578019142150879,0.8286610245704651
,,,,,,,,,,,,,,,,0.8227024078369141,0.8586475253105164,0.8402906656265259
,,,,,,,,,,,,,,,,0.8222944736480713,0.8824371695518494,0.851304829120636
,,,,,,,,,,,,,,,,0.8360366225242615,0.8633800148963928,0.8494883179664612
,,,,,,,,,,,,,,,,0.8108994364738464,0.8482934832572937,0.8291750550270081
,,,,,,,,,,,,,,,,0.8242812752723694,0.8486769795417786,0.8363012671470642
,,,,,,,,,,,,,,,,0.8445937633514404,0.8775525093078613,0.8607577085494995
,,,,,,,,,,,,,,,,0.8406246900558472,0.9001455307006836,0.8693675398826599
,,,,,,,,,,,,,,,,0.8332135081291199,0.8783265352249146,0.8551754951477051
,,,,,,,,,,,,,,,,0.8923794031143188,0.9096590280532837,0.9009363651275635
,,,,,,,,,,,,,,,,0.828914999961853,0.8666433691978455,0.8473594784736633
,,,,,,,,,,,,,,,,0.8516750335693359,0.8972469568252563,0.8738672733306885
,,,,,,,,,,,,,,,,0.8304330706596375,0.8484158515930176,0.8393281102180481
,,,,,,,,,,,,,,,,0.8440626859664917,0.905442476272583,0.8736758828163147
,,,,,,,,,,,,,,,,0.8265661001205444,0.8848506212234497,0.8547159433364868
,,,,,,,,,,,,,,,,0.8205084204673767,0.8789058923721313,0.8487038016319275
,,,,,,,,,,,,,,,,0.8398543000221252,0.8935003280639648,0.8658471703529358
